smiles,LogS
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-1.5219999999999998
CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-2.079
Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3,-3.0272
CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.4581
CCO[P](=O)(C#N)N(C)C,-0.2186
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-4.9058
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-0.6285
CCCCO[P](=O)(CCCC)OCCCC,-2.6995
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-2.559
CC(C)(N=NC(C)(C)C#N)C#N,-2.6713
BrCC(Br)Br,-2.7272
CC(=O)CCl,-0.012
CC(O)CN,1.1243
CCC(Cl)Cl,-1.6217
OC(=O)CBr,1.1002
OC(=O)C=C,1.1423
NNC(N)=S,-0.9588
CC(=O)OO,1.1189
CC(C)(CO)C(O)C(=O)NCCC(O)=O,0.6591
CC(C)(OO)c1ccccc1,-1.0394
CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-3.4141
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-5.7692
CC1=CCC2CC1C2(C)C,-4.7381
CC(C)(CO)[C@@H](O)C(=O)NCCCO,0.6877
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-4.6024
CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-5.836
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-5.8541
O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,1.2572
CN1C=CC(=O)c2ccccc12,-0.9818
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-6.2949
O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,0.1804
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-5.8892
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-6.5891
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-9.3076
OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-2.7171
OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,-2.5835
Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-0.2592
Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-1.643
N#CC(c1ccccc1)c2ccccc2,-2.9437
OC(=O)c1cccc2cccnc12,-1.7447
COc1cc(C=O)cc(OC)c1OC,-2.1195
OCCOC(=O)c1ccccc1O,-1.1567
Cc1cccc(C)c1N,-1.1675
Cc1cccc(Cl)c1O,-0.7739
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-9.5374
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-1.2871
CC(=O)c1sccc1,-0.9549
CC(C)(C)c1ccccc1O,-2.3316
OC(=O)Cc1ccccc1C(O)=O,-1.0515
OCC(O)C(O)C1OC(=O)C(O)C1O,0.3348
CC(C)c1cc(Cl)c(C)cc1O,-2.2664
COc1ccccc1N,-0.9901
COC(=CC(O)=O)C(=O)C(C)=C,-0.9299
OCC1OC(=O)C(O)C(O)C1O,0.5201
Oc1ccc(cc1O)c2ccccc2,-2.0659
CCN(CCO)c1ccccc1,-1.9171
Nc1ccc2cc3ccc(N)cc3nc2c1,0.3783
CC(=O)c1ccc(cc1)c2ccccc2,-3.3104
CC(=O)c1ccc2ccccc2c1,-2.7964
OC(=O)c1ccc2ccccc2n1,-1.0911
COc1ccc(CC=C)cc1OC,-2.552
CC(=O)CC(=O)c1ccccc1,-2.6268
O=C(OC(=O)c1ccccc1)c2ccccc2,-4.3546
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-3.848
CCCCOC(=O)COc1ccc(Cl)cc1Cl,-3.78
Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-3.8118
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-3.2386
C\C(NO)=C(/C)N=O,-2.2868
Oc1ccc(Cl)c(Cl)c1,-1.2458
CCOC(=O)C(=O)OCC,-0.6085
OCC(Br)CBr,-0.6222
CCC(N)CO,1.0499
OCC(O)CCl,0.9565
CC\C(C)=N\O,0.0599
COC(=O)CCl,-0.3728
O=C1OCCO1,1.0552
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-3.7705
CC(C)N(CCO)C(C)C,-1.0829
CC(C)[C@H](NC(C)=O)C(O)=O,-0.3599
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,-4.9495
CCCC(C)C(O)=O,-0.889
CCOC(=O)C(C)O,0.9276
CC(C)COC(=O)C(C)C,-2.1590000000000003
OCC1CCCO1,0.9908
COc1ccc(cc1N)[S](O)(=O)=O,-0.8997
Nc1cc(ccc1C(O)=O)[S](O)(=O)=O,-1.3157
CC(C)(C)C1CCC(O)CC1,-3.1939
Cl[S](=O)(=O)c1ccc(I)cc1,-4.2686
OCc1ccccc1O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O,-2.8925
CC1CCC(CC1)C(C)C,-5.6998
CC(C)C1=CCC(=CC1)C,-4.1958
OC(=O)c1ccc(cc1)C(O)=O,-4.0444
CCN(CC)CCO,0.9311
ON=C1CCCCC1,-0.7984
OCC1CCCCO1,0.9349
CCN1CCOCC1,0.9386
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-4.2838
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3,-1.91
Oc1ccc(Cc2ccccc2)cc1,-3.4009
NC(Nc1ccccc1)=Nc2ccccc2,-2.3248
CCc1cc(CC)cc(CC)c1,-7.0641
CCN(CC)CN(CC)CC,-0.1995
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0.534
C=CCN(CC=C)CC=C,-1.7395
OCCN(CCO)CCO,0.8263
CCCCN(CCO)CCCC,-1.6367
CCCCC(CC)COC(=O)C=C,-3.2655
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-5.6768
BrCCc1ccccc1,-3.6757
CNCc1ccccc1,0.9166
CN(C)Cc1ccccc1,-1.0518
CC(=O)Nc1ccc(C)cc1,-2.0946
Cc1ccc(cc1)[S](O)(=O)=O,0.5564
CCCCCCCCCCc1ccccc1,-7.959
OCC1CCC(CO)O1,0.8789
CCc1ccc(C)nc1,-1.0042
COc1ccc(CO)cc1,-1.8394
CCCC(O)C#C,-0.4121
CCOC(=O)CCl,-0.8005
CN(CCO)CCO,0.9239
CCCC(=O)OCCOC(=O)CCC,-2.6069
CCCCOC(=O)\C=C/C(=O)OCCCC,-2.6595
COCCOC(=O)CCCCC(=O)OCCOC,-1.2665
CC(C)=CCC\C(C)=C\CO,-3.1882
CC(C)=CCC\C(C)=C/CO,-2.4631
CCCCC(=O)CC,-1.4242
COC(=O)CCC(=O)OC,-0.7668
CCCCCC(=O)CC,-1.693
COC(=O)CCCCCCCCC(=O)OC,-3.2831
BrCC#C,-0.9022
CCCS,-1.6021
NCCN,1.2211
O=CC=O,1.2363
COC=C,-0.5879
OCC[S](O)(=O)=O,0.8992
CC(O)CC(C)(C)O,0.9275
CC(C)O[P](C)(F)=O,0.8536
C[Si](C)(C)O[Si](C)(C)C,-5.242000000000001
CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,0.5373
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-6.8424
CCCCO[P](O)(=O)OCCCC,-1.0874
COC(C)(C)CC(C)=O,0.3326
CC(O)CCO,1.0452
CC(O)CC=O,1.055
C/C=C/C(O)=O,0.0382
COCC(C)O,1.0452
CN(C)CCO,1.0499
CCO[P](=O)(OCC)Oc1cc(C)[nH]n1,-2.3696
Cc1cccc(Cl)c1,-3.5228
CC1OC(C)OC(C)OC(C)O1,-2.8997
O=C1NC(=O)NC(=O)N1,-1.8098
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.8955
CCOCCOC(=O)CCCCC(=O)OCCOCC,-2.065
CCC#CC(C)O,-0.4121
CC(C)COC=C,-1.5236
CN(C)CCCN,0.9906
OCCC#N,1.1483
CNCCO,1.1243
NNCCO,1.1186
CC(C)=NNC(N)=O,-0.2674
CC(C)CCOC=O,-1.5206
COCCOC(C)=O,0.9276
BrCCCCBr,-2.7902
ClCCCCCl,-0.92
ClC/C=C/CCl,-2.1675
OCCCCO,1.0452
OCC#CCO,0.6379
CCCCCS,-2.8248
ClCCOC=C,-2.3951
OC(=O)COCC(O)=O,0.4927
NCCNCCN,0.9864
NCCNCCO,0.9823
OCCOCCO,0.9742
OCCSCCO,0.913
CCCCNCCO,0.9311
COCCOCCO,0.9203
CCCCCCCCCl,-4.4829
ClCCOCOCCCl,-1.3461
CCCCOCCOC(C)=O,-1.2504
CCOCCOCCOC(C)=O,0.754
OCCOCCOCCO,0.8234
CCCCOCCOCCO,0.7899
COCCOCCOCCO,0.7846
CCOCCOCCOCCO,0.7490000000000001
CCCCCCOCCOCCO,-1.0490000000000002
OCCOCCOCCOCCO,0.7117
CCCCCCCCCCCCCCCCCCCCCC(O)=O,-7.3281
CC(C)(O)C=C,1.0648
CN(C)[P](F)(=O)N(C)C,0.8121
OC(=O)C1C(C(O)=O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-2.0457
CC(N)(CO)CO,0.9782
CCC(N)(CO)CO,0.9239
CCC(CC)(CO)CO,0.1798
CCCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,-6.4131
ClCCO[P](=O)(OCCCl)OCCCl,-1.6105
CC(=O)CO,1.1303
COC(C)=C,1.142
FC(F)=C(F)F,-2.8001
CC1(C)N(CO)C(=O)NC1=O,0.8009
CCC(C)C(O)=O,-0.3559
Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,-3.824
O[S](=O)(=O)c1cccc2C(=O)c3c(cccc3[S](O)(=O)=O)C(=O)c12,0.2572
Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,-6.1366
ClC1=C(Cl)C(=O)c2ccccc2C1=O,-4.453
COCCOC(=O)c1ccccc1C(=O)OCCOC,-1.5213
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-7.2493
O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,-3.0887
CCNc1cccc2ccccc12,-3.1922
Oc1cc(cc2ccc(Nc3ccccc3)cc12)[S](O)(=O)=O,-1.9763
CC(C)n1nc(C)cc1OC(=O)N(C)C,0.6752
Cc1cc(Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C,-7.2311
OC(c1ccccc1)c2ccc(Cl)cc2,-3.4886
S(Sc1sc2ccccc2n1)c3sc4ccccc4n3,-4.5218
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(=C2C)C\C=C/C=C)C1(C)C,-6.2155
COC(=O)C(/C)=C/[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(=C2C)C\C=C/C=C)C1(C)C,-4.6168
CC(O)CN(CC(C)O)CC(C)O,0.6374
OCCNc1ccccc1,-0.4745
CCCC(C)C=O,-1.3774
CC(C)=CCCC(=C)C=C,-4.3861
CNC=O,1.2286
CC(=O)CC(C)(C)O,0.9349
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,-5.6768
CC(O)CNCCN,0.9275
OC(=O)CSCC(O)=O,0.4255
CCCCOCCOCCOC(C)=O,-0.8188
CCCCCCCCCC,-6.4372
CCCCCCCCCCCCN,-3.3759
C[As](O)(O)=O,0.2622
CC(C)(N)CO,1.0499
FC(F)(Br)C(F)(F)Br,-4.9376
CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-2.8726
OCC(CO)(CO)COCC(CO)(CO)CO,-1.9582
BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr,-4.9405
CC(=O)C(O)=O,1.0552
CC(=O)/C=C/C1C(=CCCC1(C)C)C,-3.2587
CN1C(=O)OC(C)(C)C1=O,-0.4568
Nc1ccc(cc1)[S](=O)(=O)NC(=O)c2ccccc2,-2.9501
BrN1C(=O)CCC1=O,-1.0831
ClN1C(=O)CCC1=O,-0.9702
Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-5.565
CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.9166
Oc1cccc2C(=O)c3ccccc3C(=O)c12,-4.4213
Oc1ccc(Cl)c2cccnc12,-3.9756
OC(=O)CCCc1c[nH]c2ccccc12,-2.9101
COC(=O)c1ccccc1N,-1.7246
N(N=Nc1ccccc1)c2ccccc2,-2.596
NNc1cccc(c1)[S](O)(=O)=O,-0.8275
NCc1ccc(cc1)[S](N)(=O)=O,0.321
OC(=O)CN(CC(O)=O)CC(O)=O,-0.5101
Oc1ccc(C=O)cc1O,-1.3402
NC(Cc1sccc1)C(O)=O,-0.8356
C(CNCc1ccccc1)NCc2ccccc2,-1.7865
N#CCc1ccccc1,-3.0687
OC(=O)CCC1CCCC1,-1.7691
CCCCC(CC)COC(=O)\C=C\C(=O)OCC(CC)CCCC,-3.5321
CCCCOC(=O)CCC(=O)OCCCC,-3.0006
CCOC(=O)\C=C/C(=O)OCC,-1.0899
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-7.6637
CC(=O)NCCO,0.9867
NC(=S)NNC(N)=S,-1.7965
CCCCCCNCCCCCC,-3.1574
CCCCOCCOCCOCCO,0.6855
OC(=O)CC1(CC(O)=O)OCOC1=O,-0.611
CC(C)C(O)C(C)(C)CO,-0.8863
OC(=O)CF,1.1077
N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1C(F)(F)F,-0.8186
[nH]1c2ccccc2nc1c3cscn3,-3.6048
C1CN1,1.3658
CN(C)[P](=O)(O[P](=O)(N(C)C)N(C)C)N(C)C,0.5433
NC1=NC(=O)C(=C(N)N1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,-1.4832
OC(=O)Cc1ccc(O)cc1,-0.3991
C1COC2(C1)CCCO2,-0.1078
c1ccc2c(c1)ccc3ccc4ccccc4c23,-7.8207
c1ccc2c(c1)ccc3c2cc4cccc5c6ccccc6c3c45,-8.4806
N1c2c(Sc3ccc4ccccc4c13)ccc5ccccc25,-7.9081
N1c2ccc3ccccc3c2Sc4c1ccc5ccccc45,-6.8786
N1c2ccccc2Sc3ccc4ccccc4c13,-5.8957
N1c2ccccc2Sc3c1ccc4ccccc34,-6.5727
[nH]1nc2cncnc2n1,-0.2319
[nH]1cccn1,-0.5452
o1cccn1,0.3827
CCN(CC)C(=O)/C(Cl)=C(/C)O[P](=O)(OC)OC,0.5233
N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(O)=O,-1.9281
CC[S](=O)CCS[P](=O)(OC)OC,0.6086
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@](OC(C)=O)([C@@H]([C@H](OC)[C@H]23)C14)[C@H]5[C@H]6OC(=O)c7ccccc7,-3.3187
CC(N)C(O)=O,0.2703
FC(F)(F)C(Cl)Cl,-1.8623
CCO[P](=O)(OCC)O\C=C\Cl,-1.3316
CCC(C)C(N)C(O)=O,-0.5033
OC(=O)c1cc(Cl)ccc1O,-1.237
Fc1cccc2ccccc12,-3.4527
CC(=O)Nc1ccc(F)cc1C,-1.3593
CC(=O)Nc1ccc(C)cc1F,-1.7403
CCCC[C@H](N)C(O)=O,-1.0387
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O,-0.9473
CC(C)CC(N)C(O)=O,-1.0456
C[P](F)(=O)OC1CCCCC1,-1.6875
Fc1ccccc1CCl,-2.541
CCF,-1.3477
Cn1cncc1C[C@H](N)C(O)=O,0.0727
CC(C)N[P](F)(=O)NC(C)C,-0.3574
CCOC(=O)CC(=O)C(F)(F)F,-1.362
FC(F)(F)C(F)(Cl)Cl,-3.0961
OC(=O)C(F)F,1.0176
CCCc1cc(F)ccc1O,-1.887
NC#N,1.0753
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,-1.9484
C[C@H]1C[C@H]2OC(=O)[C@@H](C)[C@H]2[C@H](O)C3=C(C)C(=O)C[C@H]13,-1.945
CC[C@H](C)[C@@H](N)C(O)=O,-0.7875
OC(=O)Cc1cc(O)ccc1O,0.7037
Fc1cccc(CCl)c1,-2.5436
COCC(F)F,-0.2836
Nc1cccnc1,1.0263
NC(=O)NCCC(O)=O,-0.8014
O[C@@]12CCO[C@@]1(Nc3ccccc23)[C@@H]4C[C@@H]5CCN4C[C@@H]5C=C,-2.6706
CC[C@@]12CCCN3CC[C@@]4([C@@H](CC1)N(C(C)=O)c5c(OC)cccc45)[C@@H]23,-1.3269
OC(=O)[C@@]1(O)c2ccccc2c3ccccc13,-1.9657
CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,-5.0097
CN=C(N)N,-1.6135
Cc1ccc(cc1)[S](=O)(=O)N(Cl)Cl,-3.466
CC(=O)C1CC(CC(O)=O)C1(C)C,-0.5752
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-5.1495
Cc1cc(O)c(C(O)=O)c(O)c1,-2.0496
CN1C(=O)N(C)c2nncnc2C1=O,-1.9849
CC1CCC2C(C)C(=O)OCC12,-1.9249
O[C@H]1CCN2C(=O)c3ccccc3N=C12,-2.106
CN1C[C@@H]2C[C@@H](C1)C3=CC=CC(=O)N3C2,0.6484
CC(C)c1ccc(C)c2ccc(C)c2c1,-5.4752
O=C1NC=Cc2ccccc12,-2.4842
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,-3.0585
C[C@H](N)[C@@H](O)c1ccccc1,-0.8786
OC1=CC(=O)C[C@@H](C1)c2ccccc2,-2.5113
OCc1cc(O)ccc1O,0.8534
O=Nc1ccc(NNC(=O)c2ccccc2)cc1,-4.6835
C\C=C(/C)C=O,-0.527
CC1OCCO1,0.8789
O=C1CC2CCC1C2,-1.7565
OC(O)=C1OC(=CC(=O)C1=O)C(O)=O,-1.3769999999999998
COc1cc(ccc1O)C(C)=O,-1.5216
CCC[C@@H](N)C(O)=O,-0.0687
CC1CC(CC(C)(C)N1)OC(=O)c2ccccc2,-1.922
OC(=O)C(=O)Nc1ccccc1,-1.3019
NC(=O)NC(=O)C=CC(O)=O,-1.9202
CCOC(=S)SSC(=S)OCC,-4.9432
C1COC1,1.236
C\C=C/C(O)=O,1.065
Nc1ccncc1,-0.0529
C1CSCCS1,-1.6029
IC#N,-0.6333
CN1CC[C@]23[C@H]4Oc5c(OCCN6CCOCC6)ccc(C[C@@H]1C2C=C[C@@H]4O)c35,-1.2994
CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,-2.1562
OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,-0.3962
CCCO[P](=O)(OCCC)OCCC,-1.5412
CC(C)=CCl,-1.9569
CC(=C)CO,0.4298
CCC(C)S,-1.8346
CC(O)C(C)=O,1.055
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,-3.7959
CC(O)(C(O)=O)c1ccccc1,-0.8949
CC(C)C(N)C(O)=O,-0.1971
Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,-3.8226
CN(C)C(=O)C(=O)N(N(C)C(C)=O)c1ccccc1,-0.5345
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.2571
Oc1c(Br)cc(Br)c2cccnc12,-4.1938
CCC1CN2CCC1CC2C(O)c3ccnc4ccc(OC)cc34,-3.0514
O[S](=O)(=O)c1ccc2c(cccc2[S](O)(=O)=O)c1,0.5402
NC(Cc1[nH]nc2ccccc12)C(O)=O,-1.4091
O[C@H]([C@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,-0.3225
OC(=O)c1sccc1,-1.2327
CC(C)c1ccccc1C,-3.7606
ONC1=C(CCCCC1)N=O,-1.4249
COc1ccc2C=CC(=O)Oc2c1,-3.1221
CCOC(=O)COc1ccc(Cl)cc1Cl,-3.3503
CNC(=S)NC,0.9823
COC(C)OC,1.0452
CC(C)c1cccc(C)c1,-3.4994
OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,-2.8092
CCc1ccncc1,-0.0006
ClN=C1C=C(Br)C(=O)C(=C1)Br,-3.7068
CN[C@@H](Cc1ccc(O)cc1)C(O)=O,-2.1325
CCN(CCCl)CCCl,-3.0265
CCCCOC(=O)/C=C/c1ccccc1,-1.6112
COCc1ccccc1,-1.6098
CN(C)c1ccc(cc1)N=Nc2ccc(N)cc2,-4.593999999999999
CCC(=O)OCC(C)C,-1.8841
COC1CC1,-0.1176
Br\C=C/Br,-1.3195
CCOC,-0.0799
CNNC,1.2211
CC(C)CC(C)(C)C,-4.6704
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.9407
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.3387
Cl/C=C/[As](Cl)Cl,-2.6177
CC(=O)CC(O)=O,0.991
NC(=S)NC(N)=S,-1.6996
CC1=CC(=O)CC(=O)O1,-1.1185
ClC1CCCCC1,-2.3752
ClCOCCl,-0.7181
C1C=CC=C1,-1.565
NC(N)=NCC[S](O)(=O)=O,-0.6321
CC(C)CCOC(N)=O,-1.4403
CCCCCCCCCCCCCCCC,-8.4007
Nc1ccc(cc1)[S](=O)(=O)Nc2ccc(cc2)[S](N)(=O)=O,-2.7592
COC(=O)C(C)O,0.9825
CN1C(=O)C=C(N)N(CC(C)=C)C1=O,-0.9895
Cc1c(Cl)cc(Cl)c(O)c1Cl,-3.2761
CN1C2CCCC1CC(=O)C2,0.4167
NNC(=O)c1cccnc1,-0.1372
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,-1.3247
N[C@H](Cc1ccc(O)cc1)C(O)=O,-2.6049
NCC(=O)NCC(=O)NCC(O)=O,-0.5097
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.7732
CCCC(=O)OCC(O)CO,-1.335
CC1(C)CO1,-0.0946
CC(C)(O)CCl,0.1602
CC(=C)CCl,-1.8108
C\C(Cl)=C\Cl,-1.6138
CC(O)C(C)Cl,-0.2122
C1O[C@@H]1[C@H]2CO2,1.065
NCC(O)C(O)=O,-0.8229
CC(C)C(Br)C(O)=O,-1.103
CC(N)C(O)C(O)=O,-0.3535
OC1C(O)C(O)C(O[P](O)(O)=O)C(O)C1O,0.1076
COCOC(=O)c1ccccc1O,-2.3
OC(=O)C1CCNCC1C(O)=O,-0.5395
Oc1cnc2ccccc2c1,-2.3925
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4112
C1N[C@@H](CC=C1)c2cccnc2,0.7953
S=C1Nc2cncnc2N1,-2.5243
CCC(O)CO,1.0452
CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,-4.8179
C[C@H](NC(N)=O)C(O)=O,-0.7845
CC(C)(C)c1cccc(O)c1,-1.8614
OC(=O)C\C(=C/C(O)=O)C(O)=O,0.3612
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.2872
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,0.4656
OC(=O)c1ccc(C(O)=O)c(Br)c1,-2.1339
CC(C)=C1CCC(=CC1)C,-4.1566
OCc1ccncc1,0.9621
NC(=O)OC(CCl)CCl,-1.3605
Cc1cccc(CO)c1,-0.3879999999999999
OC(=O)COc1cccc(Cl)c1,-2.1954
OCc1ccc(CO)cc1,-0.3861
I\C=C/I,-2.7813
CCCCC(C)(C)C,-5.7568
CC(C)CC=O,-0.7891
CC(=O)OCC=C,-0.5534
FCCl,-0.8202
C[Se]C,-0.6502
NC(=O)C(Br)(Br)Br,-1.2668
NC(=O)C(Cl)(Cl)Cl,-1.0966
CC(C)(CO)C=O,-0.3279
CC(O)(CCl)CCl,-0.1822
CC(=O)OCC(COC(C)=O)(COC(C)=O)COC(C)=O,-1.5686
CCCC(C)(O)CCC,-1.5867
CC1(CCl)CO1,-0.5504
ClC(Br)CBr,-2.5546
NC(=O)C(Br)Br,-1.0574
CC(Cl)C(Cl)Cl,-1.8898
CC(Cl)C(O)=O,0.9645
Cc1ccc(cc1)[S](=O)(=O)Oc2ccccc2C,-3.9417
CCOC(OCC)C(Cl)(Cl)Cl,-1.6464
CCOC(=O)c1ccccc1C(=O)c2ccccc2,-3.4053
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.3093
COC(=O)c1ccccc1C(=O)c2ccccc2,-3.4776
CN1C(=O)C=Cc2ccccc12,-1.0466
Cc1c(O)cccc1O,0.3264
O[C@H]([C@H](O)[C@H](O)C(O)=O)[C@H](O)C(O)=O,0.1999
CCOC(=O)C(=O)C(=O)OCC,0.5117
OC(=O)c1cccc(C=O)c1O,-2.4423
Cc1cccc2cc3ccccc3cc12,-5.8541
O[C@@H](C(O)=O)c1ccccc1,-0.1417
OCc1ccccc1CO,0.0569
OCc1ccccc1C(O)=O,-1.5508
CCOC(=O)c1cccnc1,-0.4313
CCOC(=O)N(C)N=O,-0.5528
CCCCC(N)C(O)=O,-1.0453
Cn1ccnc1,1.0856
OC(=O)c1cc(C=O)ccc1O,-2.6354
CCCCCC(C(O)=O)C(O)=O,0.5921
CCCC(O)C(C)C,-1.3093
NC(CC(O)=O)C(O)=O,-1.2125
CN(C)c1cccc(c1)[S](O)(=O)=O,0.2983
OC(=O)c1ccc(cc1)C#N,-2.0885
OCc1cccc(O)c1,-0.2678
O=C(CC#N)Nc1ccccc1,-2.7275
OC(=O)Cc1cccc(O)c1,0.8177
CCCCCN(CCCCC)CCCCC,-4.0326
OCc1ccc(O)cc1,-1.2678
COc1ccc(Cl)cc1,-2.7793
CC(COC(C)=O)OC(C)=O,-0.2046
CCOCCOC(=O)CCCCCCCCC(=O)OCCOCC,-3.1972
CCOC(=O)CCCCCCCC(=O)OCC,-2.99
CCCCCOC(=O)CC,-2.2505
CCC(C)(C)NC(N)=O,-1.0142
COCC(O)=O,1.0454
Clc1cccc(I)c1,-3.55
OCc1cccc(CO)c1,-0.2328
CC(C)CCOCC(O)COCCC(C)C,-1.3662
CCOC(=O)CCCCC(O)=O,-0.3602
CC\C=C/C(O)=O,-0.2019
COCCCl,-0.0725
